Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,ID
Dave Mirra BMX Challenge,Nintendo Wii,2007.0,Sports,505 Games,36.0,5.0,,,Left Field Productions,E,12049
BlazBlue: Chrono Phantasma,Sony PS Vita,2014.0,Fighting,Arc System Works,,,7.8,28.0,Arc System Works,T,12050
Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,Nintendo DS,2010.0,Action,Namco Bandai Games,,,,,,,12051
Crimson Sea 2,PS2,2004.0,Action,Tecmo Koei,75.0,27.0,8.3,6.0,Koei,T,12052
Tokyo Twilight Ghost Hunters,Sony PS Vita,2014.0,Role-Playing,Aksys Games,63.0,12.0,7.0,16.0,TOYBOX,T,12053
Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,Nintendo DS,2008.0,Adventure,Alchemist,,,,,,,12054
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,Nintendo 3DS,2013.0,Action,FuRyu,,,,,,,12055
Ragnarok: Hikari to Yami no Koujo,Sony PSP,2011.0,Role-Playing,GungHo,,,,,,,12056
Saint Seiya: Brave Soldiers,Sony PS3,2013.0,Fighting,Namco Bandai Games,55.0,32.0,7.4,45.0,Dimps Corporation,,12057
Earth Defense Force 2: Invaders from Planet Space,Sony PS Vita,2014.0,Action,Xseed Games,72.0,20.0,8.5,22.0,Sandlot,T,12058
Digimon World Championship,Nintendo DS,2008.0,Role-Playing,Namco Bandai Games,49.0,6.0,6.5,13.0,Epics,E,12059
AMF Bowling Pinbusters!,Nintendo DS,2008.0,Sports,Vir2L Studios,,,,,,,12060
RayStorm,PS,1997.0,Shooter,Sony Computer Entertainment,79.0,7.0,7.8,4.0,Taito Corporation,E,12061
Disney's Winnie the Pooh's Rumbly Tumbly Adventure,GC,2005.0,Platform,Ubisoft,,,,,,,12062
Dynasty Warriors 8: Empires,Xbox One,2014.0,Action,Tecmo Koei,58.0,10.0,6.8,15.0,Koei Tecmo Games,T,12063
Trick DS-han: Kakushi Kami no Sumukan,Nintendo DS,2010.0,Misc,Konami Digital Entertainment,,,,,,,12064
Circuit Breakers,PS,1998.0,Racing,Mindscape,,,,,,,12065
Winter Sports 2011,Nintendo Wii,2011.0,Sports,DTP Entertainment,,,,,DTP Entertainment,,12066
futureU: The Prep Game for SAT,Nintendo DS,2008.0,Misc,Aspyr,,,,,Aspyr,E,12067
Catwoman,GC,2004.0,Action,Electronic Arts,47.0,24.0,6.1,7.0,Argonaut Games,T,12068
Colosseum: Road to Freedom,PS2,2005.0,Role-Playing,Tecmo Koei,56.0,35.0,8.3,17.0,Goshow,M,12069
Tank! Tank! Tank!,Nintendo Wii U,2012.0,Action,Namco Bandai Games,,,,,,,12070
Football Manager 2010,PC,2009.0,Sports,Sega,87.0,33.0,9.0,262.0,Sports Interactive,E,12071
Target: Terror,Nintendo Wii,2008.0,Shooter,Konami Digital Entertainment,33.0,19.0,2.7,16.0,Leviathan Games,M,12072
Mugen Souls Z,Sony PS3,2013.0,Role-Playing,Nippon Ichi Software,57.0,26.0,6.4,56.0,Compile Heart,T,12073
BeatMania,PS2,2006.0,Simulation,Konami Digital Entertainment,67.0,30.0,8.9,11.0,Konami,E10+,12074
Sprint Cars: Road to Knoxville,PS2,2005.0,Racing,THQ,,,,,Big Ant Studios,E,12075
Guilty Gear Xrd -Revelator-,Sony PS3,2016.0,Fighting,PQube,,,,,,,12076
Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,2006.0,Action,Banpresto,,,,,,,12077
Shrek's Carnival Craze Party Games,PS2,2008.0,Misc,Activision,,,,,,,12078
Dream Dance & Cheer,Nintendo Wii,2009.0,Misc,Zoo Games,,,,,,,12079
Silpheed: The Lost Planet,PS2,2000.0,Shooter,Swing! Entertainment,72.0,12.0,7.5,4.0,Treasure,T,12080
Billy's Boot Camp: Wii de Enjoy Diet!,Nintendo Wii,2011.0,Sports,Rocket Company,,,,,,,12081
Spartan: Total Warrior,GC,2005.0,Action,Sega,73.0,24.0,8.3,15.0,Creative Assembly,M,12083
Pitfall: The Lost Expedition,XB,2004.0,Platform,Activision,73.0,35.0,7.8,4.0,Edge of Reality,E,12084
Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,Nintendo 3DS,2014.0,Action,Nippon Columbia,,,,,,,12085
Fantastic Four,PS,1997.0,Action,Acclaim Entertainment,,,,,,,12086
Yamaha Supercross,Nintendo Wii,2009.0,Racing,Zoo Digital Publishing,,,,,Coyote Console,E,12087
Petz: Hamsterz Bunch,Sony PSP,2009.0,Simulation,Ubisoft,,,,,Ubisoft,E,12088
Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,2007.0,Adventure,Alchemist,,,,,,,12089
River City Ransom EX,GBA,2004.0,Action,Atlus,75.0,21.0,8.4,7.0,Million,T,12090
Bionicle Heroes,Xbox360,2006.0,Shooter,Eidos Interactive,59.0,26.0,5.9,22.0,Traveller's Tales,E10+,12091
San Goku Shi Taisen Ten,Nintendo DS,2008.0,Strategy,Sega,,,,,,,12092
Ant Nation,Nintendo DS,2009.0,Simulation,Konami Digital Entertainment,,,,,Kouyousha,E,12093
Fable: The Lost Chapters,PC,2005.0,Role-Playing,Microsoft Game Studios,83.0,54.0,8.7,489.0,Lionhead Studios,M,12094
Fairy Tail: Zelef Kakusei,Sony PSP,2012.0,Action,Unknown,,,,,,,12095
Strike Point,PS,1996.0,Simulation,Elite,,,,,,,12096
Crazy Taxi 2,DC,2001.0,Racing,Sega,82.0,18.0,8.1,29.0,Hitmaker,T,12097
The Sims 2: Seasons,PC,2007.0,Simulation,Electronic Arts,78.0,20.0,7.3,29.0,Maxis,T,12098
Dragon Slayer: The Legend of Heroes,SNES,1992.0,Role-Playing,Epoch,,,,,,,12099
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993.0,Action,Capcom,,,,,,,12100
Pizza Delivery Boy,Nintendo Wii,2010.0,Simulation,Majesco Entertainment,,,,,Attractive Games,E,12101
Tom and Jerry in War of the Whiskers,GC,2003.0,Fighting,NewKidCo,,,,,,,12102
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,Nintendo DS,2010.0,Role-Playing,Namco Bandai Games,,,,,,,12103
Famicom Mini: Wrecking Crew,GBA,2004.0,Puzzle,Nintendo,,,,,,,12104
Suzumiya Haruhi no Gekidou,Nintendo Wii,2009.0,Adventure,Kadokawa Shoten,,,,,,,12105
Lost Heroes 2,Nintendo 3DS,2015.0,Action,Namco Bandai Games,,,,,,,12106
Heavenly Guardian,Nintendo Wii,2007.0,Shooter,505 Games,,,,,Starfish,E,12107
Dynasty Warriors DS: Fighter's Battle,Nintendo DS,2007.0,Action,Tecmo Koei,56.0,17.0,,,Koei,E10+,12108
The Testament of Sherlock Holmes,PC,2012.0,Adventure,Focus Home Interactive,73.0,18.0,8.0,128.0,Frogwares,M,12109
Space Hulk: Vengeance of the Blood Angels,PS,1995.0,Shooter,Electronic Arts,,,,,,,12110
Robot Alchemic Drive,PS2,2002.0,Action,Enix Corporation,79.0,21.0,8.2,13.0,Sandlot,T,12111
Alpha and Omega,Nintendo DS,2010.0,Action,Unknown,,,,,Storm City Games,E,12112
Motor Toon Grand Prix (Japan),PS,1994.0,Racing,Sony Computer Entertainment,,,,,,,12113
Dino Master: Dig Discover Duel,Nintendo DS,2005.0,Strategy,Majesco Entertainment,,,,,,,12114
Ken to Mahou to Gakuen Mono. 3,Sony PS3,2010.0,Role-Playing,Acquire,,,,,,,12115
Tomb Raider: Legend,Nintendo DS,2006.0,Action,Eidos Interactive,58.0,15.0,8.0,7.0,Human Soft,T,12116
Warhammer: Battle For Atluma,Sony PSP,2006.0,Action,Namco Bandai Games,55.0,8.0,7.4,8.0,Sabertooth Games,T,12117
Hikaru no Go: Heian Gensou Ibunroku,PS,2002.0,Adventure,Konami Digital Entertainment,,,,,,,12118
Eagle Flight,Sony PS4,2016.0,Adventure,Ubisoft,72.0,31.0,7.8,22.0,"Ubisoft, FunHouse",E10+,12119
Operation: Vietnam,Nintendo DS,2007.0,Shooter,Majesco Entertainment,65.0,16.0,6.3,4.0,Coyote Console,T,12120
Samurai Shodown,NG,1993.0,Fighting,SNK,,,,,,,12121
OverBlood 2,PS,1998.0,Action,Evolution Games,,,,,,,12122
Fighter Maker 2,PS2,2002.0,Fighting,Enterbrain,58.0,11.0,7.8,5.0,Enterbrain,T,12123
Lifeline,PS2,2003.0,Adventure,Sony Computer Entertainment,61.0,31.0,7.7,9.0,SCEJ,M,12124
Judie no Atelier: Guramnat no Renkinjutsushi,PS2,2002.0,Role-Playing,Gust,,,,,,,12125
Dragon Valor,PS,1999.0,Role-Playing,Sony Computer Entertainment,57.0,9.0,8.3,10.0,Namco,T,12126
Tokyo Beat Down,Nintendo DS,2008.0,Action,Success,56.0,23.0,,,Success,T,12127
NHL 2005,GC,2004.0,Sports,Electronic Arts,75.0,18.0,5.6,5.0,EA Sports,E,12128
Midway Arcade Treasures 3,GC,2005.0,Misc,Midway Games,65.0,16.0,,,Midway,E,12129
Microsoft Flight Simulator 2004: A Century of Flight,PC,2003.0,Simulation,Microsoft Game Studios,88.0,22.0,8.2,49.0,Microsoft Game Studios,E,12130
"Horrid Henry: The Good, The Bad and The Bugly",Nintendo 3DS,2011.0,Platform,Asylum Entertainment,,,,,,,12131
Firefighter F.D.18,PS2,2004.0,Action,Konami Digital Entertainment,,,,,,,12132
Anubis II,Nintendo Wii,2007.0,Platform,Metro 3D,19.0,5.0,2.7,28.0,Data Design Interactive,E,12133
Goodbye Deponia,PC,2013.0,Adventure,Daedalic Entertainment,80.0,34.0,7.9,171.0,Daedalic Entertainment,,12134
Pro Yaky? Spirits 2014,Sony PS Vita,2014.0,Sports,Konami Digital Entertainment,,,,,,,12135
Legend of Kay,Sony PS4,2015.0,Action,Nordic Games,,,,,,,12136
Cartoon Network: Punch Time Explosion XL,Sony PS3,2011.0,Fighting,Crave Entertainment,,,,,,,12137
DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,Nintendo DS,2008.0,Adventure,Tecmo Koei,,,,,,,12138
The Book of Unwritten Tales 2,Sony PS4,2015.0,Adventure,Nordic Games,63.0,9.0,8.6,7.0,KING Art,,12139
Ultimate Board Game Collection,Sony PSP,2007.0,Misc,Xplosiv,57.0,6.0,,,Jack of All Games,E,12140
Mega Man X4,SAT,1997.0,Action,Capcom,,,,,,,12141
Jackass the Game DS,Nintendo DS,2008.0,Action,Empire Interactive,,,,,,,12142
Jake Power: Handyman,Nintendo DS,2008.0,Adventure,Ubisoft,,,,,Ubisoft,E,12143
My Dress-Up,Nintendo DS,2008.0,Misc,Oxygen Interactive,,,,,Oxygen Interactive,E10+,12144
Power Pro GB,GB,1998.0,Sports,Konami Digital Entertainment,,,,,,,12145
Beat City,Nintendo DS,2010.0,Misc,THQ,70.0,7.0,,,Universomo,E,12146
Sudoku Fever,GBA,2006.0,Puzzle,Take-Two Interactive,,,,,Global Star Software,E,12147
Inversion,Sony PS3,2012.0,Shooter,Namco Bandai Games,56.0,23.0,5.4,43.0,Saber Interactive,M,12148
The Putter Golf,PS,2001.0,Sports,D3Publisher,,,,,,,12149
Ultimate Marvel vs. Capcom 3,Xbox360,2011.0,Fighting,Capcom,79.0,44.0,6.2,85.0,Capcom,T,12150
The Powerpuff Girls: Relish Rampage,GC,2002.0,Action,BAM! Entertainment,,,7.6,5.0,VIS Entertainment,E,12151
Super Real Mahjong Graffiti,SAT,1995.0,Misc,Seta Corporation,,,,,,,12152
Future Card Buddy Fight: Yuujou no Bakunetsu Fight,Nintendo 3DS,2015.0,Action,FuRyu,,,,,,,12153
Ninja Warriors,SNES,1993.0,Action,Titus,,,,,,,12154
Army Men: RTS,GC,2004.0,Strategy,Global Star,,,8.5,4.0,Pandemic Studios,T,12155
Classic Action: Devilish,Nintendo DS,2005.0,Misc,505 Games,40.0,6.0,,,Starfish,T,12156
Zettai Onkan Otoda Master,Nintendo DS,2007.0,Role-Playing,Hudson Soft,,,,,,,12157
Assassin's Creed Chronicles,Sony PS Vita,2016.0,Action,Ubisoft,70.0,6.0,8.0,24.0,Climax Studios,T,12158
Dragoneer's Aria,Sony PSP,2007.0,Role-Playing,Tecmo Koei,56.0,30.0,6.0,7.0,Hit Maker,E10+,12159
Xbox Live Arcade Unplugged Volume 1,Xbox360,2006.0,Misc,Microsoft Game Studios,,,,,,,12160
TigerShark,PS,1997.0,Simulation,GT Interactive,,,,,,,12161
Major League Baseball 2K10,Sony PSP,2010.0,Sports,Take-Two Interactive,,,,,Visual Concepts,E,12162
Norse by Norsewest: The Return of the Lost Vikings,PS,1997.0,Action,Interplay,,,,,,,12163
N+,Nintendo DS,2007.0,Platform,Atari,82.0,20.0,7.4,20.0,"Metanet Software Inc., SilverBirch Studios",E,12164
Titanic Mystery,Nintendo DS,2010.0,Puzzle,PlayV,,,,,Purple Hills,T,12165
Backyard NFL Football '09,Nintendo DS,2008.0,Sports,Atari,,,,,,,12166
Obscure,PS2,2004.0,Adventure,Microids,65.0,27.0,8.9,39.0,Hydravision,M,12167
Sega Soccer Slam,GC,2002.0,Sports,Sega,84.0,22.0,7.7,7.0,Black Box,E,12168
Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,Nintendo DS,2008.0,Role-Playing,Takara Tomy,,,,,,,12169
Shin Lucky * Star: Moe Drill ~Tabidachi~,Nintendo DS,2007.0,Action,Kadokawa Shoten,,,,,,,12170
DefCon 5,PS,1995.0,Shooter,Psygnosis,,,,,,,12171
Secret Service: Ultimate Sacrifice,PS2,2008.0,Action,Activision,,,,,,,12172
Transformer: Rise of the Dark Spark (3DS),Nintendo 3DS,2014.0,Role-Playing,Activision,,,,,,,12173
Deep Labyrinth,Nintendo DS,2006.0,Action,505 Games,57.0,18.0,8.8,4.0,Interactive Brains,E10+,12174
Nichibeikan Pro Yakyuu: Final League,PS2,2002.0,Sports,SquareSoft,,,,,,,12175
Spawn: Armageddon,GC,2003.0,Action,Electronic Arts,61.0,19.0,7.2,9.0,Point of View,M,12176
God Hand,PS2,2006.0,Action,Capcom,73.0,48.0,7.7,165.0,Clover Studio,M,12177
Shin Chan: Las Nuevas Aventuras Para Wii!,Nintendo Wii,2006.0,Action,505 Games,,,,,,,12178
Junior Classic Books & Fairytales,Nintendo DS,2010.0,Misc,GSP,,,,,,,12179
Legends of Wrestling II,GBA,2002.0,Fighting,Acclaim Entertainment,24.0,11.0,3.7,10.0,Powerhead Games,E,12180
Fatal Fury: Battle Archives Volume 2,PS2,2007.0,Fighting,SNK Playmore,70.0,12.0,,,SNK Playmore,T,12181
Mario Tennis,Nintendo Wii,2010.0,Sports,Nintendo,,,,,Camelot Software Planning,E,12182
Jurassic Park: Operation Genesis,XB,2003.0,Simulation,Konami Digital Entertainment,69.0,21.0,8.8,19.0,Blue Tongue Entertainment,T,12183
FIFA Soccer 06,GBA,2005.0,Sports,Electronic Arts,,,,,Electronic Arts,E,12184
Freddi Fish: Kelp Seed Mystery,Nintendo Wii,2008.0,Adventure,Majesco Entertainment,,,,,Humongous Entertainment,E,12185
RedCard 20-03,PS2,2002.0,Sports,Midway Games,73.0,19.0,9.0,6.0,Midway,E,12186
Brothers in Arms: Furious 4,Sony PS3,2012.0,Shooter,Ubisoft,,,,,Gearbox Software,M,12187
Future Tactics: The Uprising,PS2,2004.0,Strategy,Crave Entertainment,61.0,25.0,6.0,6.0,Zed Two Limited,T,12188
Kanji Sonomama DS Rakubiki Jiten,Nintendo DS,2006.0,Misc,Nintendo,,,,,,,12189
Driver: Parallel Lines,XB,2006.0,Racing,Atari,69.0,31.0,4.6,17.0,Reflections Interactive,M,12190
Hyperdimension Neptunia Victory,Sony PS Vita,2014.0,Role-Playing,Compile Heart,,,,,,,12191
everGirl,GBA,2005.0,Adventure,THQ,,,,,,,12192
Heroes Phantasia,Sony PSP,2012.0,Role-Playing,Namco Bandai Games,,,,,,,12193
Top Gun,Sony PS3,2011.0,Simulation,505 Games,49.0,25.0,4.4,5.0,Doublesix,T,12194
Batman: Rise of Sin Tzu,GBA,2003.0,Action,Ubisoft,63.0,12.0,6.8,4.0,Ubisoft,E,12195
Chuugaku Eitango Target 1800 DS,Nintendo DS,2006.0,Misc,IE Institute,,,,,,,12196
Sherlock Holmes: Crimes & Punishments,Sony PS3,2014.0,Adventure,Focus Home Interactive,,,,,,,12197
Basketball Hall of Fame Ultimate Hoops Challenge,Nintendo Wii,2010.0,Sports,Zoo Games,,,,,Collision Studios,E,12198
Dragon Ball Z: Battle of Z,Xbox360,2014.0,Fighting,Namco Bandai Games,53.0,17.0,5.1,44.0,Artdink,T,12199
World Racing,XB,2003.0,Racing,TDK Mediactive,56.0,14.0,8.1,8.0,Synetic,E,12200
Resident Evil 5,PC,2009.0,Action,Capcom,86.0,30.0,7.1,597.0,Capcom,M,12201
X-Men: The Official Game,GBA,2006.0,Action,Activision,55.0,9.0,9.3,6.0,WayForward,E10+,12202
Disney's Party,GBA,2003.0,Misc,Hudson Entertainment,,,,,Jupiter Multimedia,E,12203
Generator Rex: Agent of Providence,Nintendo DS,2011.0,Action,Activision,,,,,Virtuos,E10+,12204
Storybook Workshop,Nintendo Wii,2009.0,Misc,Konami Digital Entertainment,,,,,Konami,E,12205
Command & Conquer 3: Tiberium Wars,PC,2007.0,Strategy,Electronic Arts,,,,,,,12206
Card Games,PS,2000.0,Misc,D3Publisher,,,,,,,12207
Tropix,Nintendo DS,2008.0,Puzzle,Capcom,,,,,,,12208
Mega Man: Battle & Chase,PS,1997.0,Racing,Capcom,,,,,,,12209
Winning Post 7 2010,Sony PS3,2010.0,Sports,Tecmo Koei,,,,,,,12210
Build-A-Bear Workshop: Friendship Valley,Nintendo Wii,,Misc,Unknown,,,,,Neko Entertainment,E,12211
Pipe Mania,Sony PSP,2008.0,Puzzle,Empire Interactive,74.0,6.0,,,Empire Interactive,E,12212
Daniel X: The Ultimate Power,Nintendo DS,2010.0,Action,THQ,,,,,Griptonite Games,E10+,12213
Destrega,PS,1998.0,Fighting,Sony Computer Entertainment,,,,,,,12214
Fantasy Aquarium World,Nintendo Wii,2009.0,Simulation,Destineer,,,,,Coresoft,E,12215
Nobunaga no Yabou: Tendou with Power-Up Kit,Sony PS3,2011.0,Strategy,Tecmo Koei,,,,,,,12216
The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,,,,,,,12217
MAPLUS: Portable Navi,Sony PSP,2006.0,Misc,Edia,,,,,,,12218
Rayman Arena,XB,,Racing,Unknown,50.0,7.0,,,Ubisoft,E,12219
Order Up!!,Sony PS3,2011.0,Action,Funbox Media,,,,,,,12220
Reader Rabbit 1st Grade,Nintendo Wii,2010.0,Misc,Graffiti,,,,,Graffiti Entertainment,E,12221
The King of Fighters 02/03,PS2,2005.0,Fighting,SNK,73.0,28.0,8.8,14.0,SNK Playmore,T,12222
Port Royale 3,Xbox360,,Simulation,Kalypso Media,56.0,11.0,4.5,6.0,Kalypso,T,12223
Army Men: Green Rogue,PS,2001.0,Action,3DO,,,,,,,12224
Centipede / Breakout / Warlords,GBA,2005.0,Misc,Zoo Digital Publishing,,,,,Epicenter Interactive,E,12225
Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010.0,Adventure,5pb,,,,,,,12226
Sly 2: Band of Thieves,Sony PS3,2010.0,Platform,Sony Computer Entertainment,,,7.4,23.0,Sanzaru Games,E,12227
Armored Core: Nine Breaker,PS2,2004.0,Simulation,505 Games,57.0,25.0,8.2,5.0,From Software,T,12228
Doraemon: Nobita no Shin Makai Daibouken DS,Nintendo DS,2007.0,Role-Playing,Sega,,,,,,,12229
Terraria,Sony PS4,2014.0,Action,505 Games,83.0,4.0,7.9,47.0,Engine Software,T,12230
Cabela's Big Game Hunter 2005 Adventures,GC,2004.0,Sports,Activision,,,8.8,9.0,MagicWand,T,12231
Worms 3D,GC,2003.0,Strategy,Sega,69.0,23.0,7.6,19.0,Team 17,T,12232
BlazBlue: Chrono Phantasma Extend,Xbox One,2015.0,Action,PQube,,,6.3,4.0,Arc System Works,T,12233
TRON: Evolution,PC,2010.0,Action,Disney Interactive Studios,57.0,11.0,6.0,25.0,Propaganda Games,T,12234
Pac-Man and the Ghostly Adventures 2,Nintendo Wii U,2014.0,Adventure,Namco Bandai Games,,,7.0,9.0,Vicious Cycle,E10+,12235
Dark Souls,PC,2012.0,Role-Playing,Namco Bandai Games,,,,,,,12236
National Geographic Challenge!,Xbox360,,Misc,Unknown,,,,,,,12237
Gambler Densetsu Tetsuya,PS2,2001.0,Adventure,Athena,,,,,,,12238
The Guided Fate Paradox,Sony PS3,2013.0,Role-Playing,Nippon Ichi Software,74.0,27.0,7.8,66.0,Nippon Ichi Software,T,12239
Mayhem 3D,Xbox360,2011.0,Racing,Evolved Games,47.0,4.0,8.6,9.0,Zoo Games,E10+,12240
Bleach: Hanatareshi Yabou,PS2,2006.0,Role-Playing,Sony Computer Entertainment,,,,,,,12241
Karaoke Revolution Party,XB,2005.0,Misc,Konami Digital Entertainment,80.0,24.0,,,Harmonix Music Systems,E10+,12242
Alex Rider: Stormbreaker,Nintendo DS,,Action,THQ,48.0,11.0,6.1,10.0,Altron,T,12243
Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006.0,Adventure,Aria,,,,,,,12244
Carol Vorderman's Sudoku,Sony PSP,2006.0,Puzzle,Xplosiv,72.0,18.0,,,Empire Interactive,E,12245
Pandemonium 2,PS,1997.0,Platform,BMG Interactive Entertainment,,,,,,,12246
Gundam Try Age SP,Nintendo 3DS,2014.0,Strategy,Namco Bandai Games,,,,,,,12247
WipEout HD Fury,Sony PS3,2009.0,Racing,Sony Computer Entertainment,89.0,15.0,8.4,115.0,Studio Liverpool,E10+,12248
Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,Avalon Interactive,64.0,31.0,4.1,51.0,Interplay,M,12249
Dreamer Series: Pop Star,Nintendo DS,2009.0,Misc,Tivola,,,,,Dreamcatcher,E,12250
Penguins of Madagascar,Nintendo 3DS,2014.0,Action,Namco Bandai Games,51.0,4.0,,,Little Orbit,E,12251
12-Sai. Honto no Kimochi,Nintendo 3DS,2014.0,Adventure,Happinet,,,,,,,12252
Parlor! Mini 2,SNES,1996.0,Misc,Nippon Telenet,,,,,,,12253
"Flower, Sun, and Rain",Nintendo DS,2008.0,Adventure,Rising Star Games,54.0,37.0,7.1,15.0,h.a.n.d. Inc.,T,12254
Gunstar Super Heroes,GBA,2005.0,Shooter,Sega,83.0,31.0,8.5,13.0,Treasure,E10+,12255
C: The Contra Adventure,PS,1998.0,Shooter,Konami Digital Entertainment,,,,,,,12256
Frogger Advance: The Great Quest,GBA,2002.0,Action,Konami Digital Entertainment,55.0,9.0,,,KCEA,E,12258
Cities XL 2012,PC,2011.0,Strategy,Focus Home Interactive,61.0,18.0,5.6,95.0,Monte Cristo Multimedia,E,12259
Worms Forts: Under Siege,XB,2004.0,Strategy,Sega,67.0,15.0,8.0,6.0,Team 17,T,12260
Dream C Club,Xbox360,2009.0,Simulation,D3Publisher,,,,,,,12261
Pocky & Rocky with Becky,GBA,2001.0,Shooter,Altron,,,,,,,12262
The Tale of Despereaux,Nintendo DS,2008.0,Platform,Brash Entertainment,75.0,5.0,,,Brash Entertainment,E,12263
Jam Sessions 2,Nintendo DS,2009.0,Misc,Ubisoft,66.0,7.0,,,Plato,E10+,12264
Full Spectrum Warrior: Ten Hammers,PS2,2006.0,Strategy,THQ,71.0,26.0,8.0,5.0,Pandemic Studios,M,12265
Streets of Rage 3,GEN,1993.0,Action,Sega,,,,,,,12266
Just Dance: Disney Party 2,Xbox360,2015.0,Action,Ubisoft,,,,,Ubisoft,E,12267
Natural Doctrine,Sony PS Vita,2014.0,Role-Playing,Nippon Ichi Software,60.0,7.0,7.5,29.0,Kadokawa,M,12268
Hasbro Family Game Night Fun Pack,Xbox360,2011.0,Misc,Electronic Arts,,,,,Electronic Arts,E,12269
Pro Yaky? Spirits 4,Sony PS3,2007.0,Sports,Konami Digital Entertainment,,,,,,,12270
Prince of Persia: The Fallen King,Nintendo DS,2008.0,Action,Ubisoft,64.0,24.0,6.0,9.0,Ubisoft,E,12271
My Horse & Me: Riding for Gold,Nintendo DS,2008.0,Sports,Atari,,,,,,,12272
Speed Racer,PS,1996.0,Racing,Tomy Corporation,,,,,,,12273
NHL Hitz Pro,XB,2003.0,Sports,Midway Games,81.0,23.0,8.8,12.0,Next Level Games,E,12274
Cardfight!! Vanguard: Lock On Victory!!,Nintendo 3DS,2014.0,Misc,FuRyu,,,,,,,12275
Broken Sword 5: The Serpent's Curse,Sony PS4,2015.0,Adventure,Revolution Software,72.0,14.0,7.2,23.0,Revolution Software,T,12276
Alan Wake,PC,2012.0,Action,Nordic Games,83.0,30.0,8.0,1473.0,Remedy Entertainment,T,12277
Atelier Meruru: Alchemist of Arland 3,Sony PS Vita,2013.0,Role-Playing,Gust,,,,,,,12278
Hot Wheels: Burnin' Rubber,GBA,2001.0,Racing,THQ,66.0,5.0,,,Altron,E,12279
Lost in Blue 2,Nintendo DS,2007.0,Adventure,Konami Digital Entertainment,58.0,29.0,,,Matrix Software,E10+,12280
Ojyousama Express,PS,1998.0,Strategy,Media Works,,,,,,,12281
Risen 3: Titan Lords,Xbox360,2014.0,Role-Playing,Deep Silver,44.0,8.0,4.4,69.0,Piranha Bytes,M,12282
Steambot Chronicles: Battle Tournament,Sony PSP,2008.0,Fighting,Irem Software Engineering,54.0,14.0,6.3,8.0,Irem,E10+,12283
Wings of War,XB,2004.0,Simulation,Take-Two Interactive,62.0,29.0,5.0,5.0,Silver Wish Games,T,12284
187: Ride or Die,XB,2005.0,Racing,Ubisoft,51.0,40.0,6.9,8.0,Ubisoft Paris,M,12285
RPG Maker 3,PS2,2004.0,Role-Playing,Enterbrain,69.0,16.0,7.9,14.0,Runtime,E10+,12286
Zatch Bell! Mamodo Battles,GC,2005.0,Fighting,Namco Bandai Games,,,,,,,12287
Genkai Tokki Monster Monpiece,Sony PS Vita,2013.0,Strategy,Idea Factory,,,,,,,12288
Desert Strike Advance,GBA,2002.0,Simulation,Electronic Arts,66.0,6.0,,,BudCat,E,12289
Kabuki Warriors,XB,2001.0,Action,Genki,32.0,15.0,2.5,12.0,Light Weight,M,12290
Discworld,PS,1994.0,Adventure,Psygnosis,,,,,,,12291
Motion Explosion!,Xbox360,2011.0,Misc,505 Games,,,,,,,12292
World Poker Tour,XB,2005.0,Misc,Take-Two Interactive,63.0,17.0,7.8,4.0,2K Sports,T,12293
Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,81.0,19.0,8.5,71.0,Big Huge Games,T,12294
Elite Forces: Unit 77,Nintendo DS,2009.0,Strategy,Deep Silver,61.0,23.0,,,Gammick Entertainment,T,12295
IL-2 Sturmovik: Birds of Prey,Nintendo DS,2009.0,Simulation,505 Games,41.0,4.0,2.4,5.0,DiP Interactive,E10+,12296
Moshi Monsters: Katsuma Unleashed,Nintendo 3DS,2013.0,Action,Activision,,,,,Black Lantern Studios,E,12297
Pirates: The Legend of Black Kat,XB,2002.0,Adventure,Electronic Arts,74.0,16.0,,,Westwood Studios,T,12298
July,DC,1998.0,Adventure,Fortyfive,,,,,,,12299
Crime Lab: Body of Evidence,Nintendo DS,2010.0,Adventure,City Interactive,53.0,13.0,,,City Interactive,T,12300
Disney's Chicken Little: Ace In Action,Nintendo DS,2006.0,Shooter,Disney Interactive Studios,66.0,13.0,,,DC Studios,E,12301
ESPN Winter X-Games: Snowboarding 2002,GBA,2000.0,Sports,Konami Digital Entertainment,,,,,,,12302
