Name,Platform,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,ID
Spider-Man: The Movie,PS2,2002.0,Action,Activision,76.0,25.0,7.9,41.0,Treyarch,E,244
Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,,,,,,,245
Call of Duty: Infinite Warfare,Sony PS4,2016.0,Shooter,Activision,77.0,82.0,3.4,1129.0,Infinity Ward,M,246
God of War,PS2,2005.0,Action,Sony Computer Entertainment,94.0,75.0,8.9,997.0,SCE Santa Monica,M,247
Splatoon,Nintendo Wii U,2015.0,Shooter,Nintendo,81.0,88.0,8.5,1184.0,Nintendo,E10+,248
Nintendo Land,Nintendo Wii U,2012.0,Misc,Nintendo,77.0,61.0,7.9,471.0,Nintendo,E10+,249
Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,97.0,34.0,7.5,298.0,Neversoft Entertainment,T,250
Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,86.0,19.0,8.9,33.0,Konami,E,251
The Elder Scrolls IV: Oblivion,Xbox360,2006.0,Role-Playing,Take-Two Interactive,94.0,90.0,8.7,1109.0,Bethesda Softworks,M,252
Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,,,,,,,253
Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,82.0,36.0,9.1,137.0,EA Canada,T,254
Michael Jackson: The Experience,Nintendo Wii,2010.0,Misc,Ubisoft,56.0,37.0,8.3,31.0,"Ubisoft Paris, Ubisoft Montpellier",E10+,255
Call of Duty: Advanced Warfare,Sony PS3,2014.0,Shooter,Activision,,,4.8,207.0,High Moon Studios,M,256
Resistance: Fall of Man,Sony PS3,2006.0,Shooter,Sony Computer Entertainment,86.0,70.0,8.1,715.0,Insomniac Games,M,257
Sonic the Hedgehog,GEN,1991.0,Platform,Sega,,,,,,,258
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,87.0,64.0,9.0,766.0,Square Enix,E10+,259
The Legend of Zelda: Ocarina of Time,Nintendo 3DS,2011.0,Action,Nintendo,,,,,,,260
Super Mario 3D World,Nintendo Wii U,2013.0,Platform,Nintendo,93.0,83.0,9.0,1607.0,Nintendo,E,261
Minecraft,Sony PS4,2014.0,Misc,Sony Computer Entertainment Europe,,,,,,,262
Asteroids,Atari 2600,1980.0,Shooter,Atari,,,,,,,263
Call of Duty: Advanced Warfare,Xbox360,2014.0,Shooter,Activision,,,4.9,221.0,High Moon Studios,M,264
FIFA 15,Sony PS3,2014.0,Sports,Electronic Arts,,,4.5,109.0,EA Sports,E,265
Fable II,Xbox360,2008.0,Role-Playing,Microsoft Game Studios,89.0,95.0,6.5,2423.0,Lionhead Studios,M,266
Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,79.0,10.0,7.3,6.0,Mass Media,E,267
Batman: Arkham Asylum,Sony PS3,2009.0,Action,Eidos Interactive,91.0,70.0,8.9,1122.0,Rocksteady Studios,T,268
Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,91.0,68.0,9.3,955.0,KCEJ,M,269
Assassin's Creed: Revelations,Sony PS3,2011.0,Action,Ubisoft,80.0,39.0,7.5,613.0,Ubisoft Montreal,M,270
Fallout 4,Xbox One,2015.0,Role-Playing,Bethesda Softworks,88.0,39.0,6.2,1749.0,Bethesda Game Studios,M,271
FIFA 14,Xbox360,2013.0,Sports,Electronic Arts,84.0,41.0,4.2,435.0,EA Canada,E,272
Daxter,Sony PSP,2006.0,Platform,Sony Computer Entertainment,85.0,59.0,8.7,109.0,Ready at Dawn,E10+,273
Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,,,,,,,274
FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,80.0,32.0,7.8,47.0,EA Canada,E,275
EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,80.0,32.0,7.5,22.0,"SCEE, Zoe Mode",E,276
Gran Turismo 5 Prologue,Sony PS3,2007.0,Racing,Sony Computer Entertainment,80.0,67.0,7.1,120.0,Polyphony Digital,E,277
Assassin's Creed: Revelations,Xbox360,2011.0,Action,Ubisoft,80.0,77.0,7.2,564.0,Ubisoft Montreal,M,278
FIFA 12,Xbox360,2011.0,Sports,Electronic Arts,,,,,,,279
Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,,,,,,,280
Street Fighter IV,Sony PS3,2009.0,Fighting,Capcom,94.0,61.0,7.3,330.0,Capcom,T,281
Excitebike,NES,1984.0,Racing,Nintendo,,,,,,,282
Frogger,PS,1997.0,Action,Hasbro Interactive,,,,,,,283
Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,95.0,25.0,7.7,65.0,EA Sports,E,284
Half-Life,PC,1997.0,Shooter,Vivendi Games,96.0,24.0,9.1,3161.0,Valve Software,M,285
Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,,,,,,,286
FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,,,,,,,287
Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,,,,,,,288
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,91.0,46.0,7.9,785.0,Blizzard Entertainment,T,289
Battlefield 1,Sony PS4,2016.0,Shooter,Electronic Arts,88.0,31.0,8.4,809.0,EA DICE,M,290
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,93.0,70.0,8.9,709.0,SCE Santa Monica,M,291
World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,,,8.2,23.0,Konami,E,292
Fallout: New Vegas,Xbox360,2010.0,Role-Playing,Bethesda Softworks,84.0,81.0,8.1,769.0,Obsidian Entertainment,M,293
Forza Motorsport 2,Xbox360,2007.0,Racing,Microsoft Game Studios,90.0,66.0,8.3,381.0,Turn 10,E,294
Carnival Games,Nintendo Wii,2007.0,Misc,Take-Two Interactive,56.0,27.0,6.0,44.0,Cat Daddy Games,E,295
Watch Dogs,Sony PS4,2014.0,Action,Ubisoft,80.0,80.0,6.3,2996.0,Ubisoft Montreal,M,296
Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,,,,,,,297
Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,85.0,25.0,8.5,117.0,Namco,T,298
Far Cry 4,Sony PS4,2014.0,Shooter,Ubisoft,85.0,83.0,7.7,1653.0,Ubisoft Montreal,M,299
Star Fox 64,N64,1997.0,Shooter,Nintendo,,,,,,,300
Golf,NES,1984.0,Sports,Nintendo,,,,,,,301
Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,61.0,21.0,,,Digital Eclipse,E10+,302
Left 4 Dead 2,Xbox360,2009.0,Shooter,Electronic Arts,89.0,76.0,8.6,681.0,Valve Software,M,303
The Witcher 3: Wild Hunt,Sony PS4,2015.0,Role-Playing,Namco Bandai Games,92.0,79.0,9.2,10179.0,CD Projekt Red Studio,M,304
Assassin's Creed: Unity,Sony PS4,2014.0,Action,Ubisoft,70.0,40.0,4.9,2050.0,"Ubisoft, Ubisoft Montreal",M,305
Batman: Arkham Knight,Sony PS4,2015.0,Action,Warner Bros. Interactive Entertainment,87.0,89.0,7.6,2679.0,Rocksteady Studios,M,306
The Legend of Zelda: Skyward Sword,Nintendo Wii,2011.0,Action,Nintendo,93.0,81.0,8.0,1958.0,Nintendo,E10+,307
Fallout 3,Sony PS3,2008.0,Role-Playing,Bethesda Softworks,90.0,57.0,8.0,910.0,Bethesda Game Studios,M,308
Professor Layton and the Diabolical Box,Nintendo DS,2007.0,Puzzle,Nintendo,84.0,65.0,8.8,72.0,Level 5,E10+,309
Donkey Kong Land,GB,1994.0,Platform,Nintendo,,,,,,,310
EA Sports Active,Nintendo Wii,2009.0,Sports,Electronic Arts,81.0,27.0,8.7,39.0,EA Canada,E,311
Tony Hawk's Underground,PS2,2003.0,Sports,Activision,90.0,38.0,8.7,121.0,Neversoft Entertainment,T,312
Monster Hunter 4 Ultimate,Nintendo 3DS,2014.0,Role-Playing,Nintendo,86.0,80.0,8.7,348.0,Capcom,T,313
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,94.0,32.0,8.1,9073.0,Bethesda Game Studios,M,314
NBA 2K16,Sony PS4,2015.0,Sports,Take-Two Interactive,87.0,51.0,6.7,364.0,Visual Concepts,E10+,315
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,88.0,62.0,8.6,229.0,Namco,T,316
Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,,,,,,,317
MotorStorm,Sony PS3,2006.0,Racing,Sony Computer Entertainment,84.0,9.0,7.4,220.0,Evolution Studios,T,318
Nintendogs + cats,Nintendo 3DS,2011.0,Simulation,Nintendo,,,,,,,319
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,91.0,26.0,9.1,38.0,KCET,E,320
Sports Champions,Sony PS3,2010.0,Sports,Sony Computer Entertainment,76.0,64.0,7.9,104.0,"SCEA, Zindagi Games",E10+,321
Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,,,,,,,322
The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,,,,,,,323
Call of Duty: Ghosts,Sony PS4,2013.0,Shooter,Activision,78.0,49.0,3.7,1564.0,Infinity Ward,M,324
Flash Focus: Vision Training in Minutes a Day,Nintendo DS,2007.0,Misc,Nintendo,59.0,22.0,4.0,4.0,"Nintendo, Namco Bandai Games",E,325
Tom Clancy's The Division,Sony PS4,2016.0,Shooter,Ubisoft,80.0,64.0,7.0,2219.0,Massive Entertainment,M,326
Big Brain Academy: Wii Degree,Nintendo Wii,2007.0,Misc,Nintendo,68.0,33.0,6.9,39.0,Nintendo,E,327
Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,,,,,,,328
Mario & Luigi: Bowser's Inside Story,Nintendo DS,2009.0,Role-Playing,Nintendo,,,,,,,329
LEGO Indiana Jones: The Original Adventures,Xbox360,2008.0,Action,Activision,77.0,60.0,7.5,66.0,Traveller's Tales,E10+,330
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,79.0,21.0,8.0,29.0,Maxis,T,331
Ratchet & Clank: Size Matters,Sony PSP,2007.0,Platform,Sony Computer Entertainment,,,,,,,332
Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,64.0,11.0,7.5,41.0,Argonaut Games,E,333
Mario & Sonic at the London 2012 Olympic Games,Nintendo Wii,2011.0,Sports,Sega,,,,,,,334
Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,,,,,,,335
Super Paper Mario,Nintendo Wii,2007.0,Platform,Nintendo,85.0,56.0,7.9,417.0,Intelligent Systems,E,336
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,91.0,15.0,8.8,207.0,Insomniac Games,E,337
Assassin's Creed IV: Black Flag,Sony PS3,2013.0,Action,Ubisoft,88.0,36.0,8.1,840.0,Ubisoft,M,338
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,81.0,27.0,7.6,56.0,EA Canada,E,339
Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,,,,,,,340
Friend Collection,Nintendo DS,2009.0,Misc,Nintendo,,,,,,,341
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,94.0,27.0,8.5,128.0,Neversoft Entertainment,T,342
Star Wars Battlefront (2015),Xbox One,2015.0,Shooter,Electronic Arts,,,,,,,343
MySims,Nintendo DS,2007.0,Simulation,Electronic Arts,67.0,15.0,7.3,13.0,TOSE,E,344
Midnight Club 3: DUB Edition,Sony PSP,2005.0,Racing,Take-Two Interactive,74.0,34.0,8.4,31.0,Rockstar Leeds,E10+,345
Banjo-Kazooie,N64,1998.0,Platform,Nintendo,,,,,,,346
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,82.0,42.0,7.9,82.0,Zipper Interactive,M,347
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,90.0,35.0,8.7,312.0,Naughty Dog,E,348
Pokemon Snap,N64,1999.0,Simulation,Nintendo,,,,,,,349
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,82.0,10.0,7.9,38.0,Konami,E,350
Resident Evil 4,PS2,2005.0,Action,Capcom,96.0,38.0,8.9,1013.0,Capcom,M,351
Guitar Hero: World Tour,Nintendo Wii,2008.0,Misc,Activision,86.0,18.0,7.6,71.0,Vicarious Visions,T,352
FIFA Soccer 10,Sony PS3,2009.0,Sports,Electronic Arts,91.0,56.0,7.6,203.0,EA Sports,E,353
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,82.0,36.0,8.7,142.0,Pandemic Studios,T,354
Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,,,,,,,355
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,64.0,23.0,7.7,32.0,Fox Interactive,T,356
Luigi's Mansion,GC,2001.0,Action,Nintendo,78.0,34.0,8.5,161.0,Nintendo,E,357
Battlefield 4,Sony PS4,2013.0,Shooter,Electronic Arts,85.0,18.0,6.9,1580.0,EA DICE,M,358
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,84.0,30.0,9.0,268.0,Pandemic Studios,T,359
Just Dance 2014,Nintendo Wii,2013.0,Misc,Ubisoft,,,6.2,10.0,Ubisoft,E10+,360
Cooking Mama 2: Dinner With Friends,Nintendo DS,2007.0,Simulation,505 Games,70.0,39.0,8.0,9.0,Office Create,E,361
WWF SmackDown!,PS,2000.0,Fighting,THQ,,,,,,,362
Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,,,,,,,363
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,78.0,49.0,7.8,112.0,Rockstar Leeds,M,364
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,72.0,49.0,6.8,88.0,Team Soho,M,365
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,,,,,,,366
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,72.0,27.0,7.9,48.0,EA Redwood Shores,T,367
LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,,,,,,,368
Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,,,,,,,369
FIFA Soccer 11,Xbox360,2010.0,Sports,Electronic Arts,88.0,66.0,7.5,155.0,EA Sports,E,370
Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,,,,,,,371
Left 4 Dead,Xbox360,2008.0,Shooter,Electronic Arts,89.0,67.0,7.9,1309.0,Certain Affinity,M,372
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,,,,,,,373
Assassin's Creed: Unity,Xbox One,2014.0,Action,Ubisoft,72.0,59.0,4.1,1005.0,"Ubisoft, Ubisoft Montreal",M,374
Kung Fu,NES,1985.0,Action,Nintendo,,,,,,,375
Resident Evil 5,Xbox360,2009.0,Action,Capcom,83.0,91.0,7.5,523.0,Capcom,M,376
Assassin's Creed: Brotherhood,Xbox360,2010.0,Action,Ubisoft,89.0,81.0,8.3,693.0,Ubisoft Montreal,M,377
FIFA Soccer 2004,PS2,,Sports,Electronic Arts,84.0,20.0,6.4,76.0,EA Canada,E,378
Battlefield 4,Sony PS3,2013.0,Shooter,Electronic Arts,80.0,14.0,5.8,579.0,EA DICE,M,379
Batman: Arkham Asylum,Xbox360,2009.0,Action,Eidos Interactive,92.0,78.0,8.7,1080.0,Rocksteady Studios,T,380
Battlefield 4,Xbox360,2013.0,Shooter,Electronic Arts,79.0,21.0,5.6,542.0,EA DICE,M,381
Battlefield: Bad Company 2,Xbox360,2010.0,Shooter,Electronic Arts,88.0,75.0,8.6,869.0,EA DICE,M,382
Mario & Sonic at the Olympic Winter Games,Nintendo DS,2009.0,Sports,Sega,,,,,,,383
Guitar Hero: On Tour,Nintendo DS,2008.0,Misc,Activision,71.0,70.0,8.8,29.0,Vicarious Visions,E10+,384
Clubhouse Games,Nintendo DS,2006.0,Misc,Nintendo,83.0,30.0,8.4,28.0,Agenda,E,385
Monster Hunter 4,Nintendo 3DS,2013.0,Role-Playing,Capcom,,,,,,,386
Borderlands,Xbox360,2009.0,Shooter,Take-Two Interactive,84.0,83.0,8.2,715.0,Gearbox Software,M,387
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,79.0,23.0,8.3,126.0,Namco,T,388
Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,,,,,,,389
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,70.0,15.0,8.0,67.0,DMA Design,T,390
Metal Gear Solid V: The Phantom Pain,Sony PS4,2015.0,Action,Konami Digital Entertainment,93.0,86.0,8.2,3943.0,"Kojima Productions, Moby Dick Studio",M,391
Spider-Man 2,PS2,2004.0,Action,Activision,80.0,50.0,8.9,106.0,Treyarch,T,392
F-1 Race,GB,1990.0,Racing,Nintendo,,,,,,,393
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,88.0,15.0,6.7,35.0,EA Canada,E,394
LittleBigPlanet 2,Sony PS3,2011.0,Platform,Sony Computer Entertainment,91.0,86.0,8.4,657.0,Media Molecule,E,395
Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,68.0,12.0,8.2,99.0,Eurocom Entertainment Software,E,396
Assassin's Creed Syndicate,Sony PS4,2015.0,Action,Ubisoft,76.0,86.0,6.8,1319.0,Ubisoft Quebec,M,397
LEGO Batman: The Videogame,Xbox360,2008.0,Action,Warner Bros. Interactive Entertainment,76.0,49.0,7.9,75.0,Traveller's Tales,E10+,398
Destiny,Xbox One,2014.0,Shooter,Activision,75.0,11.0,5.5,1735.0,"Bungie Software, Bungie",T,399
WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,,,,,,,400
The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,,,,,,,401
Far Cry 3,Sony PS3,2012.0,Shooter,Ubisoft,90.0,32.0,8.5,1041.0,Ubisoft Montreal,M,402
Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,,,,,,,403
English Training: Have Fun Improving Your Skills!,Nintendo DS,2006.0,Misc,Nintendo,,,,,,,404
James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,77.0,20.0,8.5,66.0,Eurocom Entertainment Software,T,405
Ratchet & Clank,PS2,2002.0,Platform,Sony Computer Entertainment,,,,,,,406
Monster Hunter X,Nintendo 3DS,2015.0,Action,Capcom,,,,,,,407
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,60.0,34.0,7.2,82.0,Double Helix Games,T,408
The Legend of Zelda: Spirit Tracks,Nintendo DS,2009.0,Action,Nintendo,87.0,75.0,7.8,228.0,Nintendo,E10+,409
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,80.0,21.0,8.5,86.0,Rockstar Toronto,M,410
Assassin's Creed IV: Black Flag,Xbox360,2013.0,Action,Ubisoft,86.0,35.0,7.9,701.0,Ubisoft,M,411
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,85.0,31.0,8.7,105.0,EA Games,T,412
Yokai Watch 2 Ganso/Honke,Nintendo 3DS,2014.0,Role-Playing,Nintendo,,,,,,,413
Gears of War: Ultimate Edition,Xbox One,2015.0,Shooter,Microsoft Game Studios,82.0,74.0,7.5,563.0,"Splash Damage, The Coalition",M,414
True Crime: Streets of LA,PS2,2003.0,Action,Activision,77.0,39.0,8.0,94.0,"Luxoflux, Inc.",M,415
Professor Layton and the Unwound Future,Nintendo DS,2008.0,Puzzle,Nintendo,86.0,62.0,9.2,111.0,Level 5,E10+,416
Gran Turismo (PSP),Sony PSP,2009.0,Racing,Sony Computer Entertainment,,,,,,,417
FIFA 16,Xbox One,2015.0,Sports,Electronic Arts,84.0,45.0,4.4,459.0,EA Sports,E,418
Wii Music,Nintendo Wii,2008.0,Misc,Nintendo,63.0,43.0,4.6,116.0,Nintendo,E,419
Tekken,PS,1995.0,Fighting,Sony Computer Entertainment,,,,,,,420
Madden NFL 16,Sony PS4,2015.0,Sports,Electronic Arts,83.0,37.0,5.9,180.0,EA Sports,E,421
Gran Turismo 6,Sony PS3,2013.0,Racing,Sony Computer Entertainment,81.0,81.0,7.7,758.0,Polyphony Digital,E,422
Halo: The Master Chief Collection,Xbox One,2014.0,Shooter,Microsoft Game Studios,85.0,69.0,7.2,1267.0,343 Industries,M,423
007: Tomorrow Never Dies,PS,1999.0,Shooter,Electronic Arts,,,,,,,424
Super Mario Maker,Nintendo Wii U,2015.0,Platform,Nintendo,88.0,85.0,8.7,691.0,Nintendo,E,425
WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,,,,,,,426
Baseball,NES,1983.0,Sports,Nintendo,,,,,,,427
Killer Instinct,SNES,1995.0,Fighting,Nintendo,,,,,,,428
Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,Enix Corporation,,,,,,,429
God of War: Chains of Olympus,Sony PSP,2008.0,Action,Sony Computer Entertainment,91.0,79.0,8.6,565.0,Ready at Dawn,M,430
Enter the Matrix,PS2,2003.0,Action,Atari,62.0,30.0,8.1,137.0,Shiny Entertainment,T,431
Crisis Core: Final Fantasy VII,Sony PSP,2007.0,Role-Playing,Square Enix,83.0,67.0,8.0,463.0,Square Enix,T,432
Dance Central,Xbox360,2010.0,Misc,MTV Games,82.0,63.0,7.6,85.0,Harmonix Music Systems,T,433
L.A. Noire,Sony PS3,2011.0,Adventure,Take-Two Interactive,89.0,78.0,7.7,1010.0,Team Bondi,M,434
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,89.0,22.0,9.1,95.0,Namco,E,435
Animal Crossing,GC,2001.0,Simulation,Nintendo,87.0,42.0,8.9,137.0,Nintendo,E,436
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,83.0,12.0,6.5,36.0,EA Canada,E,437
Club Penguin: Elite Penguin Force,Nintendo DS,2008.0,Adventure,Disney Interactive Studios,,,8.0,37.0,1st Playable Productions,E,438
Spider-Man,PS,2000.0,Action,Activision,87.0,19.0,9.0,107.0,Neversoft Entertainment,E,439
Mario Party 9,Nintendo Wii,2012.0,Misc,Nintendo,73.0,45.0,6.8,155.0,Nd Cube,E,440
Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,88.0,13.0,,,EA Canada,E,441
Star Wars Episode I Racer,N64,1999.0,Racing,Nintendo,,,,,,,442
Sonic Rush,Nintendo DS,2005.0,Platform,Sega,82.0,43.0,8.5,101.0,"Dimps Corporation, Sonic Team",E,443
Dragon Warrior IV,NES,1990.0,Role-Playing,Enix Corporation,,,,,,,444
Rhythm Heaven,Nintendo DS,2008.0,Misc,Nintendo,83.0,48.0,9.0,63.0,Nintendo,E,445
Fallout: New Vegas,Sony PS3,2010.0,Role-Playing,Bethesda Softworks,82.0,57.0,7.8,492.0,Obsidian Entertainment,M,446
Personal Trainer: Cooking,Nintendo DS,2006.0,Misc,Nintendo,81.0,12.0,7.8,10.0,Indies Zero,E,447
The Elder Scrolls IV: Oblivion,Sony PS3,2007.0,Role-Playing,Ubisoft,93.0,45.0,8.0,604.0,4J Studios,M,448
The Legend of Zelda: A Link Between Worlds,Nintendo 3DS,2013.0,Action,Nintendo,91.0,81.0,8.9,1057.0,Nintendo,E,449
Resident Evil 6,Sony PS3,2012.0,Shooter,Capcom,74.0,34.0,5.4,1304.0,Capcom,M,450
Mass Effect 2,Xbox360,2010.0,Role-Playing,Electronic Arts,96.0,98.0,8.9,3143.0,BioWare,M,451
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,67.0,28.0,7.9,71.0,Dimps Corporation,T,452
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,94.0,23.0,7.9,46.0,EA Sports,E,453
World Class Track Meet,NES,1986.0,Sports,Namco Bandai Games,,,,,,,454
Donkey Kong,GB,1994.0,Platform,Nintendo,,,,,,,455
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,75.0,18.0,7.8,22.0,Maxis,T,456
LEGO Batman: The Videogame,Nintendo Wii,,Action,Warner Bros. Interactive Entertainment,74.0,17.0,7.9,22.0,Traveller's Tales,E10+,457
Animal Crossing: Happy Home Designer,Nintendo 3DS,2015.0,Simulation,Nintendo,66.0,60.0,6.9,106.0,Nintendo,E,458
The Sims 4,PC,2014.0,Simulation,Electronic Arts,70.0,74.0,3.9,2057.0,Maxis,T,459
Borderlands 2,Xbox360,2012.0,Shooter,Take-Two Interactive,89.0,59.0,8.2,892.0,Gearbox Software,M,460
LEGO Batman: The Videogame,Nintendo DS,2008.0,Action,Warner Bros. Interactive Entertainment,72.0,16.0,8.0,16.0,TT Fusion,E10+,461
Kung Fu Panda,Xbox360,2008.0,Action,Activision,75.0,42.0,7.4,32.0,"Luxoflux, Inc.",E10+,462
Mass Effect 3,Xbox360,2012.0,Role-Playing,Electronic Arts,93.0,74.0,5.8,3725.0,BioWare,M,463
Heavy Rain,Sony PS3,2010.0,Adventure,Sony Computer Entertainment,87.0,107.0,7.7,2759.0,Quantic Dream,M,464
Rayman,PS,1995.0,Platform,Ubisoft,,,,,,,465
Saints Row 2,Xbox360,2008.0,Action,THQ,81.0,75.0,8.1,307.0,Volition Inc.,M,466
Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,93.0,46.0,8.5,121.0,Ubisoft Montreal,T,467
Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,,,,,,,468
WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,THQ,,,,,,,469
FIFA 14,Sony PS4,2013.0,Sports,Electronic Arts,87.0,26.0,6.3,616.0,EA Canada,E,470
Killzone 2,Sony PS3,2009.0,Shooter,Sony Computer Entertainment,91.0,94.0,8.1,1505.0,Guerrilla,M,471
Far Cry 3,Xbox360,2012.0,Shooter,Ubisoft,91.0,39.0,8.6,1247.0,Ubisoft Montreal,M,472
Epic Mickey,Nintendo Wii,2010.0,Platform,Disney Interactive Studios,73.0,78.0,7.0,131.0,Junction Point,E,473
NBA 2K13,Xbox360,2012.0,Sports,Take-Two Interactive,88.0,41.0,7.2,131.0,Visual Concepts,E,474
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,73.0,24.0,9.2,173.0,"Spike, Namco Bandai Games",T,475
wwe Smackdown vs. Raw 2006,PS2,,Fighting,,,,,,,,476
Star Fox,SNES,1993.0,Shooter,Nintendo,,,,,,,477
The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,82.0,23.0,6.6,20.0,Maxis,T,478
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,93.0,24.0,9.1,65.0,KCET,E,479
Devil May Cry,PS2,2001.0,Action,Capcom,94.0,37.0,8.5,466.0,Capcom,M,480
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,85.0,73.0,5.9,2748.0,"LucasArts, BioWare",T,481
Middle-Earth: Shadow of Mordor,Sony PS4,2014.0,Action,Warner Bros. Interactive Entertainment,84.0,85.0,8.1,1886.0,Monolith Productions,M,482
Sonic Heroes,PS2,2003.0,Platform,Sega,64.0,29.0,7.8,94.0,Sonic Team,E,483
Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,85.0,19.0,7.8,78.0,Io Interactive,M,484
Titanfall,Xbox One,2014.0,Shooter,Electronic Arts,86.0,68.0,6.4,2658.0,Respawn Entertainment,M,485
